density_sq_km,land_sq_km,water_sq_km,childcnt,conservative,liberal,ownrent,income,dem_performance_pct,persuasion_pct,turnout_pct,age,earliest_reg_date,sex,vote_g2008,vote_g2010,vote_g2012,vote_p2004party_d,vote_p2004party_r,vote_p2006party_d,vote_p2006party_r,vote_p2008party_d,vote_p2008party_r,vote_p2009party_d,vote_p2009party_r,vote_p2010party_d,vote_p2010party_r,vote_p2011party_d,vote_p2011party_r,vote_p2012party_d,vote_p2012party_r,vote_pp2004party_d,vote_pp2004party_r,vote_pp2008party_d,vote_pp2008party_r,vote_pp2012party_d,vote_pp2012party_r,hh_vote_p2004party_d_num,hh_vote_p2004party_r_num,hh_vote_p2006party_d_num,hh_vote_p2006party_r_num,hh_vote_p2008party_d_num,hh_vote_p2008party_r_num,hh_vote_p2009party_d_num,hh_vote_p2009party_r_num,hh_vote_p2010party_d_num,hh_vote_p2010party_r_num,hh_vote_p2011party_d_num,hh_vote_p2011party_r_num,hh_vote_p2012party_d_num,hh_vote_p2012party_r_num,hh_vote_pp2004party_d_num,hh_vote_pp2004party_r_num,hh_vote_pp2008party_d_num,hh_vote_pp2008party_r_num,obama08_minus_kerry,random_var,support,obama08_pct_mean,catowner_1,lib_donor,id,boatownr_1,apparel_1,bankcard_1,bookmusc_1,environm_1,contbrel_1,outdgrdn_1,electrnc_1,donrever_1,golf_1,outdoor_1,stockbnd_1,smarstat_s,smarstat_m,veteran_1,cen_advcnddegreepcnt,cen_armedforcespct,cen_avgtrvltime,cen_blackpcnt,cen_childrenpcnt,cen_collegepcnt,cen_hisppcnt,cen_i_art_ent_rec_srvspr,cen_i_farmingprct,cen_i_miningprct,cen_i_utilitiesprct,cen_i_wholesaletrprct,cen_medianincome,cen_ruralpcnt,cen_singlemomspcnt,cen_unemprate,cen_urbanpcnt,state_region,ethnicity
44.937006,27.073153,.654551,"1","112","088","9",51000,53.1,,27,49,"1997-08-07","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,56.6,0,.2782453,0,0,113446,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,.1508314,25.93923,0,.3722334,.125,.0633446,.0175131,0,0,.0367776,0,35861,1,.0503018,.0654664,0,"Region 6","W"
145.34299,11.503823,0,"0","094","077","8",51000,32.6,,41.9,77,"1997-12-01","F",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,6,32.4,1,.5828882,0,0,113913,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,.0369718,.1091193,21.253,.0295715,.275,.1584507,0,.0077519,.0135659,0,.0096899,.0232558,39457,.3373567,.0279412,.0254958,0,"Region 1","W"
488.9398,2.834801,.018311,"0","112","088","8",51000,66.7,,40.2,39,"1996-09-20","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,67.5,1,.1948302,0,0,113904,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,.0670391,.1256332,22.86449,.1472983,.2686275,.0703911,.1857883,.0560606,0,0,0,.0257576,32353,0,.1509804,.0677966,1,"Region 1","W"
770.04564,.971371,0,"0","090","136","6",51000,39.7,,67.7,56,"1983-09-29","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,40.6,0,.1623063,0,0,111214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.1818182,.1604697,17.55326,0,.4014337,.3140496,.0176152,0,0,0,.0147929,.0236686,65368,0,.09319,.0287356,1,"Region 1","W"
1826.784,.575328,0,"4","102","079","9",51000,92,,28.4,74,"2010-08-09","F",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.2,96.7,1,.399928,0,0,114400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0231839,.1662125,21.20737,.9175355,.3074935,.064915,.0199052,0,0,0,0,.0684597,29632,0,.1627907,.1033058,1,"Region 5","H"
105.72767,6.980914,.065491,"1","108","061","7",51000,33.9,,41.7,41,"2002-04-16","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,39.6,1,.3335851,0,0,113939,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.0281125,.1036364,26.4101,.30674,.3095975,.1104418,.0151307,0,.0189274,0,.022082,.0410095,27583,1,.1114551,.0942857,0,"Region 6","B"
405.92215,3.429229,0,"0","104","083","9",51000,41.5,,47.2,34,"2008-09-20","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,46.2,1,.803943,0,0,113193,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,.019685,.1888372,25.64051,.1615658,.2319109,.0925197,.0064057,0,0,0,0,.0361111,52589,0,0,.0096286,1,"Region 1","B"
3055.4084,.454931,0,"1","102","104","9",51000,95,,36.4,56,"1988-01-25","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,98.5,1,.6350297,0,0,115332,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,.0176871,.1056911,28.94673,.9858857,.44098,.0176871,.0141143,0,0,0,0,0,13036,0,.2650334,.1805825,1,"Region 5","B"
3359.1988,1.045313,.062987,"2","064","125","5",51000,47.5,,38.3,46,"1995-10-10","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,.1,50.6,1,.2596011,0,0,112906,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,.036661,.1493009,25.78702,.8718975,.5103498,.0941906,.0141446,.0056452,0,0,.0056452,.0354839,22628,0,.3797288,.1230159,1,"Region 5","B"
,,," ","   ","   "," ",51221,59.6,,25,68,"1999-10-04","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,12.6,68,1,.7388968,0,0,112309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0522662,.3155341,26.49061,.3666451,.4390994,.1477338,.0563035,.030517,.0024,.000399,.004794,.017699,41591,0,.1180051,.0462662,1,"Region 5","U"
115.56474,21.087747,0,"0","124","073","8",52000,19.6,,43.3,71,"1984-03-07","F",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2.5,19.3,0,.1981499,0,0,113252,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,.0407779,.1367816,22.11927,.1061135,.3721719,.0984944,.0231441,.0124902,.0046838,0,.0163934,.0444965,49417,.4489083,.0486425,.0374251,.5510917,"Region 6","W"
,,,"0","109","085","5",52000,55.1,,46.7,66,"2010-09-22","M",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55.9,1,.4237445,0,0,114388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.1007686,.1110812,25.54362,.0505761,.4203134,.1972673,.0349541,.043149,.042954,0,0,.020633,44839,.5407147,.0534846,.0263263,0,"Region 1","W"
98.918884,16.160358,.044839,"1","112","088","9",52000,33,,35.8,51,"2000-08-16","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,36.2,0,.261753,0,0,114257,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,.0432596,.2332389,48.60242,.012955,.4721116,.1277666,.0043183,.0181378,.0060459,0,0,.0350665,69375,1,.063745,.0232829,0,"Region 2","W"
,,,"0","124","073","9",52000,39.6,,39.1,64,"1972-02-15","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,41,0,.4609818,0,0,110614,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,.0769536,.1463763,39.09177,.1076176,.403663,.1316938,.00818,.008207,.033817,.008701,.010441,.074197,51026,1,.040293,.028672,0,"Region 2","W"
6.8980363,152.38986,1.856937,"0","128","062","7",52000,54,,39.4,63,"1992-09-17","F",1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,3.9,58.8,1,.7920064,0,0,111412,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,.0464072,.1205962,40.35247,.2937686,.3118557,.1197605,0,0,0,0,.0135922,.0718447,34167,1,.0618557,.0391791,0,"Region 3","W"
552.39139,1.089807,0,"0","130","053","9",52000,47.7,,26.1,57,"1990-10-04","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53.2,0,.4254243,0,0,113788,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,.0149254,.1327231,19.96596,.0402098,.2727273,.0671642,.0157343,0,.033195,0,.0373444,.0207469,24655,0,.1060606,.0694981,1,"Region 6","B"
,,,"0","128","062","7",52000,34.7,,44.8,65,"2012-01-12","M",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,30.7,1,.8221374,0,0,113863,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,.08654,.139756,25.06293,.0046574,.3051604,.1452803,.0082058,.005481,.032201,.026719,.02152,.029793,45390,.6694389,.0273361,.0369803,0,"Region 6","W"
64.293444,23.828246,0,"0","128","062","9",52000,44.5,,36.9,31,"2000-10-10","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.7,37.4,0,.628604,0,0,114574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0292772,.1468189,28.07911,0,.3021148,.0750229,.0075949,0,.0164179,.0164179,.0179104,.0283582,33167,1,.0453172,.0796703,0,"Region 6","W"
795.35433,7.822962,.002481,"0","124","073","8",52000,36.4,,37.6,85,"1964-06-13","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,38.8,0,.8864679,0,0,111601,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,.0608719,.1573592,28.55414,.0321382,.4701738,.1775651,.0226098,.0145645,.0046606,.0075736,.002039,.0300029,55919,.0024225,.054016,.0209989,.9975775,"Region 2","W"
58.732637,30.040949,.078591,"0","112","088","9",,37.9,,36.1,53,"2001-09-05","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,39.7,0,.3804555,0,0,110505,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,.0770466,.1498155,50.0861,.0587229,.3125926,.0995185,.0096921,.0081883,.011259,0,.0061412,.0081883,56484,1,.042963,.0315271,0,"Region 2","W"
103.11355,10.234533,3.837333,"0","125","099","9",52000,32.7,,52.1,50,"1996-09-13","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.6,27.3,1,.5949233,0,0,112700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.1001984,.2757974,29.95691,.0757997,.375502,.1954365,.0166898,0,0,0,.0067682,.072758,65833,.5549374,.0080321,.0262431,.4450626,"Region 5","W"
539.27082,2.676674,.012142,"0","112","088","9",52000,41.5,,47.2,48,"2000-09-12","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46.2,0,.6304789,0,0,111560,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,.0092688,.1627698,21.196,.0421562,.3065954,.0257467,.0248791,.0099133,0,0,.0272615,.0297398,37989,0,.0909091,.0594406,1,"Region 1","W"
2062.0451,1.121217,0,"1","102","104","9",52000,92,,28.4,53,"1987-05-09","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.2,96.7,1,.7713209,0,0,110561,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,.0681138,.2016645,24.59495,.8715157,.3393393,.0658683,.0047909,.0308989,0,0,.0098315,.0098315,17470,0,.1881882,.1670306,1,"Region 5","B"
16.527979,168.89088,1.063351,"0","102","104","8",52000,72.2,,56.7,81,"1959-04-24","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.9,75,0,.7101017,0,0,110883,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,.0197505,.1211977,25.48569,.6016613,.2813067,.0431393,.0180571,.004906,.045789,0,.0163532,.0278005,27393,.8602384,.0707804,.048249,0,"Region 3","B"
825.90385,1.368198,0,"2","102","079","9",52000,82.3,,36.8,48,"2000-05-03","M",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,89.7,1,.7998105,0,0,115166,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,.0105263,.1344148,21.95303,.6877788,.2671395,.1131579,.0205174,0,0,0,0,.0480592,35905,0,.0661939,.0127737,1,"Region 1","B"
2448.4231,.937338,0,"0","104","083","9",,48,,34.2,38,"2007-01-09","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.2,54.2,1,.0040785,0,0,114424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0609841,.111444,32.74788,.1660265,.4390832,.1864172,.1502347,.0037622,.0045147,0,0,.03386,53051,0,.0542823,.0437276,1,"Region 2","W"
1011.6007,.659562,.181679,"0","112","088","9",52000,40.7,,42.5,65,"1997-09-23","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,2.3,36.8,1,.1255487,0,0,111720,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,.0301508,.1694915,23.55924,.031401,.2244318,.0670017,0,0,.0124069,0,0,.0248139,44868,0,.0454545,0,1,"Region 5","W"
6297.192,.304739,0,"0","090","169","9",,77,,39.2,75,"1972-09-19","F",1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,.7,73.1,1,.7570485,0,0,110643,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,.2662338,.0744559,28.32644,.0381098,.1007067,.3876624,.1890244,.0265178,0,0,0,.0055827,44900,0,.0238516,.0055517,1,"Region 4","W"
421.50048,2.429416,0,"0","124","073","8",52000,49.1,,35.1,72,"1963-05-13","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,54.3,0,.4907196,0,0,113630,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,.0481283,.2305764,21.21018,.0226155,.2779097,.1377005,.058997,.0260163,0,0,.0081301,.0146341,45847,0,.0308789,.0345369,0,"Region 1","W"
2024.0867,.860141,0,"0","102","104","9",52000,94.7,,46.9,84,"1964-10-03","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.3,98.5,1,.9086131,0,0,111014,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,.0321543,.2571214,25.25606,.9437537,.1682099,.0948553,.0254589,.0340136,0,0,.0068027,.0272109,35962,0,.037037,.0328947,1,"Region 5","B"
6.5815374,149.66108,0,"3","108","061","7",52000,31.9,,54.6,33,"2004-05-06","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,27.7,0,.3355402,0,0,114191,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,.0962343,.1601563,27.80921,.0351603,.3274559,.1059972,.0062048,.0749465,.0942184,0,.012848,.0149893,46146,1,.0377834,.0270833,0,"Region 1","W"
2024.0867,.860141,0,"0","102","104","9",52000,94.7,,47.3,82,"1964-10-03","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,99,1,.3161096,0,0,112147,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,.0321543,.2571214,25.25606,.9437537,.1682099,.0948553,.0254589,.0340136,0,0,.0068027,.0272109,35962,0,.037037,.0328947,1,"Region 5","B"
41.912731,36.30722,1.175425,"0","118","072","9",52000,36.2,,40.5,52,"2000-01-31","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,35.9,1,.9051784,0,0,112688,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,.061082,.243421,32.77873,.0408701,.296875,.1527051,.0402109,.013269,.0060314,0,0,.0060314,65000,1,.0104167,.0071429,0,"Region 2","W"
2169.5095,.361372,0,"0","103","109","9",52000,52.2,,43.4,59,"1984-08-14","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,56.3,1,.3187141,0,0,112069,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,.152439,.332696,21.89118,.1091644,.3924528,.2073171,.1401617,.027451,0,0,.054902,.0431373,34511,0,.0867925,.0359116,1,"Region 5","W"
467.04612,5.235029,0,"0","107","106","9",,43.7,,33.9,33,"2005-12-27","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,4.9,45.3,1,.1945536,0,0,111262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.0787746,.1223491,23.58547,.3374363,.2817869,.1291028,.049236,.0270499,0,.0067625,.0118343,.0295858,27669,.012309,.1640894,.0624013,.987691,"Region 6","J"
1040.6921,2.008279,0,"0","104","083","9",52000,54.8,,32.2,37,"1998-08-19","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.6,64.8,1,.5622492,0,0,110697,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,.027088,.2814719,23.25197,.2287184,.4316354,.1151242,.0173059,.0135005,0,0,.0048216,0,43913,0,.0616622,.0051546,1,"Region 5","B"
964.97304,1.715383,.014199,"0","071","063","3",52000,76.8,,34.1,64,"2000-09-18","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9.9,83.8,0,.4341765,0,0,111168,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.0083832,.3574919,23.41939,.5083135,.4496644,.1137725,.0688836,.0116279,.005814,0,0,.056686,37868,0,.1174497,.0441609,1,"Region 5","B"
3530.3611,.44613,0,"1","112","088","9",52000,45,,34.3,37,"1993-05-07","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,49.6,1,.8398926,0,0,114507,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,.0757576,.2782222,22.23779,.2459222,.4645799,.1272727,.031995,.0103627,0,0,0,.0129534,46574,0,.1433278,.009544,1,"Region 5","W"
74.406832,29.862849,0,"0","128","062","8",52000,39.6,,39,20,"2009-11-04","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,34.4,0,.805419,0,0,115135,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,.0064332,.0973618,26.04199,.0112518,.3645084,.0464618,.0032818,.0144648,0,.0057859,.0057859,.0250723,30804,1,.0707434,.0353488,0,"Region 6","W"
852.05739,2.232244,0,"1","112","088","9",52000,39.2,,39.4,19,"2012-01-24","M",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,47.4,0,.9411263,0,0,112411,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,.0298755,.1891138,28.96365,.1384929,.34375,.140249,.0381874,.0219982,.0091659,0,.0054995,.0265811,41944,0,.0964674,.0126697,1,"Region 2","W"
1195.2596,4.733402,.138343,"1","082","105","5",52000,50.4,,39.3,29,"2004-05-06","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,51.8,0,.6963484,0,0,111753,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,.2118644,.2752123,41.15234,.1071244,.5728756,.2580362,.0222529,.0051471,0,0,.0132353,.0132353,95257,0,.0630276,.0330142,1,"Region 2","W"
14.008341,96.585311,0,"0","128","062","7",52000,30.7,,56.8,58,"1984-09-13","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,26.7,0,.8190409,0,0,112630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1025408,26.19465,0,.2716763,.0962733,0,0,.0585424,0,.0095579,.051374,43958,1,.0154143,.03125,0,"Region 1","W"
,,,"1","096","087","5",52000,55.1,,46.7,39,"2011-12-09","F",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55.9,1,.1977297,0,0,110716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.1007686,.1110812,25.54362,.0505761,.4203134,.1972673,.0349541,.043149,.042954,0,0,.020633,44839,.5407147,.0534846,.0263263,0,"Region 1","W"
1040.7301,.795853,.016077,"0","112","088","9",52000,51.6,,21.4,54,"1976-07-12","F",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,13.6,60.2,0,.5408175,0,0,111166,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,.2077295,28.78111,.1051314,.3295129,.1537002,0,.0234742,0,0,0,0,36125,0,.0916905,.0217391,1,"Region 5","W"
85.078959,42.373866,.104322,"0","118","072","7",52000,36.8,,39.2,64,"1996-12-31","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4.2,37.2,1,.6298451,0,0,111879,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.0451064,.1562744,27.15725,.0578307,.4254489,.192766,.010238,.013,.015,.004,.009,.067,54253,1,.0405933,.0365385,0,"Region 1","W"
5570.8082,.300495,0," ","   ","   "," ",52583,70.4,,41.1,28,"2002-05-01","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4.1,69.5,1,.2277148,0,0,112872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1528302,.1034264,20.84981,.0582524,.0650246,.4084906,.0497573,.0531365,0,0,0,.0191882,31465,0,.0216749,.0174039,1,"Region 1","W"
9.6409592,108.92722,.398006," ","   ","   "," ",52804,41.3,,34.2,43,"1995-10-07","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,6.2,46.1,1,.7522382,0,0,112613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1513241,31.01496,.4242135,.2619048,.0161074,0,0,.0224439,0,.0224439,.0349127,30857,1,.0627706,.0781609,0,"Region 6","B"
58.781508,18.982298,.037289,"0","052","111","5",53000,40.2,,45.6,54,"1989-09-28","F",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,4.7,34.8,1,.8031436,0,0,113542,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.0635538,.1252983,19.0502,.3035714,.2887931,.0869001,.0294643,.01341,.0478927,0,.0095785,.0153257,31250,1,.1185345,.0678571,0,"Region 3","W"
7.4956121,234.62241,1.115508,"0","096","087","6",53000,40.1,,46.5,36,"2010-07-08","F",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5.3,41.9,1,.3320158,0,0,113180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.0337621,.1435973,46.31068,.2669956,.402439,.0779743,0,.032767,.0667476,0,.0133495,.0242718,35859,1,.0487805,.0351288,0,"Region 3","W"
308.30635,11.949154,0,"1","104","083","7",53000,28.2,,45.7,33,"1997-04-09","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,26.2,0,.703302,0,0,113695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.0595598,.1436526,24.45212,.0874377,.3695955,.1730686,.0094079,.0036477,.0046899,0,.0062533,.0213653,42298,.0312673,.0927476,.017912,.9687327,"Region 6","W"
23.807742,44.343708,.053615,"0","109","085","5",53000,40.6,,61.5,74,"1963-10-05","F",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,39.1,0,.6253942,0,0,111139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1002747,.2286079,32.70422,.0700309,.2845528,.146978,0,.0140845,.0342052,0,0,.0523139,51113,1,.0216802,0,0,"Region 2","W"
42.599489,28.820375,.381853,"0","118","072","8",53000,42.9,,35,56,"1988-10-08","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8.1,45.8,0,.044958,0,0,115039,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,.013431,.1636971,34.04507,.1604235,.3596288,.0757021,0,.026534,.0066335,0,.0116086,.0381426,51106,1,.0533643,.0408805,0,"Region 2","W"
